1,16,2,S
2,1,6,S
9,3,6,S
1,25,1,S
4,11,6,S
11,8,1,S
10,2,1,S
8,5,7,S
7,11,6,S
5,4,1,S
9,25,4,S
2,9,7,S
12,4,1,S
6,16,5,S
12,25,2,S
12,14,3,S
3,5,4,S
5,13,3,S
7,23,2,S
2,4,2,S
12,3,4,S
9,1,1,S
11,5,4,S
12,2,5,S
9,24,5,S
3,14,3,S
9,6,5,S
10,3,4,S
3,6,3,S
11,25,4,S
4,23,5,S
4,14,6,S
4,6,3,S
6,15,4,S
12,6,2,S
5,11,6,S
1,10,5,S
5,17,5,S
12,8,1,S
11,12,2,S
7,24,4,S
5,14,1,S
8,1,2,S
3,11,2,S
6,1,4,S
11,13,5,S
11,10,5,S
1,13,6,S
8,11,6,S
8,20,1,S
8,13,4,S
5,15,1,S
1,18,1,S
10,26,2,S
2,8,3,S
7,17,1,S
4,10,3,S
10,1,7,S
2,18,3,S
10,24,4,S
12,13,3,S
9,11,3,S
5,18,6,S
4,7,4,S
8,3,3,S
10,14,4,S
4,18,5,S
10,22,3,S
9,23,3,S
5,3,7,S
8,4,3,S
6,17,2,S
1,4,2,S
7,11,1,S
3,8,3,S
5,26,2,S
12,3,3,S
7,1,1,S
10,4,6,S
7,21,1,S
5,2,4,S
5,12,3,S
5,18,2,S
4,4,1,S
11,14,6,S
12,16,2,S
4,6,4,S
1,24,1,S
4,1,2,S
6,3,7,S
2,19,6,S
12,12,2,S
4,10,2,S
11,25,5,S
8,8,7,S
4,8,3,S
12,10,6,S
5,21,5,S
7,2,1,S
12,7,5,S
3,13,5,S
7,16,3,S
11,23,3,S
4,11,7,S
6,22,2,S
7,22,2,S
2,24,2,S
4,24,2,S
5,16,6,S
6,8,4,S
6,14,6,S
10,12,3,S
10,19,6,S
7,3,7,S
2,23,3,S
10,13,1,S
2,3,3,S
5,15,2,S
8,9,6,S
5,1,1,S
11,6,3,S
3,23,5,S
7,10,1,S
1,14,1,S
6,11,4,S
3,7,3,S
4,1,3,S
11,16,3,S
9,6,2,S
11,21,4,S
12,14,4,S
1,9,2,S
7,19,2,S
9,7,2,S
3,5,5,S
10,21,4,S
7,25,6,S
6,20,3,S
8,26,2,S
6,26,6,S
11,4,4,S
4,11,3,S
7,16,4,S
3,19,3,S
4,9,3,S
4,24,5,S
10,19,3,S
6,5,4,S
12,15,2,S
8,9,3,S
2,15,3,S
11,26,1,S
3,10,7,S
10,20,4,S
10,10,5,S
12,25,4,S
4,13,3,S
11,8,2,S
7,16,1,S
9,21,5,S
4,24,6,S
7,19,3,S
1,10,2,S
3,4,7,S
6,24,5,S
9,17,5,S
7,21,2,S
10,6,2,S
6,22,6,S
1,23,4,S
7,17,3,S
7,15,4,S
6,7,1,S
7,18,2,S
8,1,6,S
6,14,2,S
10,10,3,S
1,22,3,S
6,5,3,S
1,12,6,S
7,13,3,S
5,11,4,S
5,10,2,S
6,17,1,S
10,16,2,S
11,13,2,S
10,21,3,S
12,2,7,S
5,21,3,S
6,11,3,S
2,19,5,S
1,11,1,S
10,8,5,S
5,13,5,S
12,4,6,S
8,23,5,S
5,10,3,S
6,3,2,S
6,13,6,S
2,10,2,S
1,5,4,S
12,18,6,S
12,9,2,S
10,6,4,S
11,11,5,S
11,18,6,S
6,18,1,S
7,4,5,S
5,9,3,S
7,23,5,S
12,4,4,S
6,6,6,S
9,14,2,S
4,20,5,S
3,3,7,S
6,3,1,S
2,14,5,S
8,10,1,S
9,15,5,S
2,2,5,S
8,24,6,S
4,23,3,S
11,2,4,S
12,16,1,S
6,26,1,S
8,22,5,S
2,15,6,S
1,9,3,S
5,3,2,S
5,10,1,S
11,13,3,S
5,20,5,S
6,6,1,S
1,26,4,S
4,14,3,S
11,22,1,S
12,24,2,S
2,24,3,S
9,25,2,S
2,6,4,S
1,17,6,S
11,23,6,S
1,3,4,S
10,25,5,S
10,5,7,S
11,12,3,S
7,7,1,S
10,22,6,S
2,13,6,S
3,7,2,S
5,11,3,S
2,26,5,S
1,7,3,S
11,11,6,S
5,16,3,S
8,12,5,S
8,20,3,S
10,13,3,S
8,22,2,S
3,21,4,S
4,12,1,S
1,4,4,S
4,2,3,S
12,6,5,S
1,15,3,S
10,21,2,S
2,10,3,S
7,26,1,S
7,4,6,S
11,1,2,S
4,19,5,S
9,12,6,S
6,14,1,S
2,18,6,S
1,6,6,S
10,20,2,S
6,10,5,S
3,23,4,S
5,7,4,S
1,18,4,S
8,22,4,S
12,23,2,S
11,20,3,S
12,8,2,S
9,11,2,S
12,1,6,S
11,3,5,S
11,15,4,S
10,25,4,S
11,18,2,S
9,12,1,S
5,12,5,S
5,17,6,S
8,14,4,S
4,3,6,S
1,21,4,S
9,21,2,S
7,2,2,S
12,6,7,S
2,5,7,S
11,2,1,S
9,20,5,S
5,11,7,S
2,25,4,S
5,1,4,S
9,10,1,S
11,11,3,S
5,9,5,S
11,1,7,S
1,16,5,S
8,10,3,S
10,24,2,S
3,10,6,S
7,6,1,S
1,18,2,S
11,12,6,S
10,23,3,S
4,10,6,S
12,10,2,S
6,23,2,S
5,8,1,S
1,9,6,S
9,3,2,S
9,18,6,S
7,12,4,S
9,15,3,S
2,9,2,S
8,12,4,S
4,3,4,S
8,3,4,S
4,12,4,S
3,26,3,S
6,21,6,S
2,18,4,S
4,21,3,S
2,23,2,S
1,20,2,S
7,5,5,S
1,26,6,S
8,4,5,S
7,2,3,S
10,14,2,S
12,1,4,S
3,22,6,S
4,1,1,S
3,14,2,S
10,4,7,S
1,8,7,S
2,7,4,S
8,17,4,S
7,10,3,S
3,14,4,S
11,18,5,S
9,21,6,S
10,21,1,S
11,1,4,S
2,11,6,S
9,2,5,S
6,15,2,S
5,7,1,S
2,8,2,S
10,7,1,S
4,16,2,S
12,12,5,S
2,11,4,S
11,7,3,S
3,3,5,S
6,2,7,S
10,12,4,S
9,17,4,S
7,21,4,S
7,3,4,S
1,7,6,S
7,1,2,S
5,9,4,S
1,6,2,S
1,6,1,S
7,2,4,S
2,10,4,S
11,16,1,S
11,6,6,S
10,23,2,S
5,14,4,S
8,2,4,S
4,13,5,S
11,8,5,S
7,2,6,S
5,3,3,S
5,25,5,S
6,1,3,S
12,20,5,S
10,25,3,S
7,2,5,S
6,12,6,S
2,22,1,S
7,7,6,S
7,6,6,S
12,2,4,S
1,13,3,S
2,4,5,S
10,18,2,S
8,9,2,S
1,7,2,S
2,21,6,S
7,10,6,S
8,25,5,S
10,1,5,S
5,4,5,S
10,19,2,S
5,10,5,S
5,4,7,S
1,12,5,S
9,17,3,S
3,7,4,S
10,11,6,S
9,19,6,S
1,19,2,S
1,1,7,S
2,18,1,S
9,2,1,S
6,6,3,S
6,12,3,S
3,1,2,S
1,9,4,S
2,7,5,S
3,20,6,S
3,16,5,S
5,24,5,S
10,1,4,S
2,20,2,S
7,10,7,S
11,10,2,S
4,2,5,S
11,26,3,S
8,3,1,S
10,3,2,S
3,6,6,S
12,10,3,S
6,22,1,S
8,10,5,S
1,24,3,S
9,6,1,S
10,4,5,S
5,1,7,S
2,5,5,S
12,13,6,S
7,15,6,S
10,20,6,S
8,3,2,S
10,2,4,S
3,3,3,S
9,8,3,S
4,9,5,S
12,12,1,S
8,15,4,S
5,20,4,S
8,6,2,S
7,17,6,S
6,17,3,S
1,3,2,S
7,24,6,S
7,13,4,S
5,3,6,S
1,9,5,S
1,6,4,S
10,6,1,S
5,6,2,S
3,20,2,S
9,10,2,S
7,8,4,S
9,16,6,S
7,7,5,S
5,1,5,S
11,9,6,S
5,3,5,S
10,8,7,S
3,6,1,S
9,14,3,S
10,11,3,S
6,17,5,S
12,21,3,S
7,20,4,S
11,8,7,S
6,11,1,S
2,9,3,S
8,16,3,S
2,2,4,S
4,24,4,S
10,24,6,S
11,26,4,S
7,19,1,H
6,6,4,H
7,6,4,H
8,6,4,H
9,6,4,H
6,8,3,H
11,6,4,H
12,6,4,H
1,7,4,H
7,20,3,H
10,25,1,H
10,22,2,H
4,5,4,H
6,7,4,H
7,7,4,H
8,7,4,H
9,7,4,H
10,7,4,H
11,7,4,H
12,7,4,H
1,8,4,H
2,8,4,H
3,8,4,H
4,8,4,H
5,8,4,H
2,15,2,H
11,3,3,H
8,8,4,H
9,8,4,H
10,8,4,H
11,8,4,H
12,8,4,H
10,26,3,H
2,9,4,H
3,9,4,H
4,9,4,H
9,22,3,H
6,9,4,H
7,9,4,H
8,9,4,H
9,9,4,H
10,9,4,H
11,9,4,H
12,9,4,H
1,10,4,H
8,9,1,H
3,10,4,H
4,10,4,H
5,10,4,H
3,22,1,H
7,10,4,H
8,10,4,H
9,10,4,H
10,10,4,H
11,10,4,H
12,10,4,H
5,3,1,H
11,21,3,H
4,18,1,H
4,11,4,H
8,6,3,H
4,4,2,H
7,11,4,H
8,11,4,H
9,11,4,H
10,11,4,H
11,11,4,H
12,11,4,H
1,12,4,H
2,12,4,H
3,12,4,H
1,19,3,H
5,12,4,H
6,12,4,H
11,3,2,H
7,20,1,H
9,12,4,H
3,22,3,H
11,12,4,H
6,16,1,H
6,21,1,H
1,16,1,H
3,13,4,H
4,13,4,H
5,13,4,H
6,13,4,H
3,19,2,H
6,12,2,H
9,13,4,H
7,8,2,H
11,13,4,H
12,13,4,H
1,14,4,H
2,14,4,H
4,3,1,H
4,14,4,H
6,24,1,H
6,14,4,H
7,14,4,H
12,15,3,H
9,14,4,H
2,12,1,H
11,14,4,H
7,4,1,H
1,15,4,H
2,15,4,H
3,15,4,H
4,15,4,H
5,15,4,H
4,20,2,H
10,5,3,H
6,26,3,H
9,15,4,H
10,15,4,H
6,15,3,H
3,12,2,H
1,16,4,H
6,14,3,H
3,16,4,H
4,16,4,H
5,16,4,H
6,16,4,H
12,20,1,H
8,16,4,H
9,16,4,H
1,17,2,H
11,16,4,H
12,16,4,H
1,17,4,H
2,17,4,H
9,18,1,H
4,17,4,H
5,17,4,H
6,17,4,H
7,17,4,H
12,11,3,H
4,22,3,H
10,17,4,H
11,17,4,H
5,9,2,H
10,14,3,H
4,19,3,H
3,18,4,H
4,18,4,H
5,18,4,H
6,18,4,H
7,23,1,H
3,9,3,H
4,17,1,H
10,18,4,H
11,18,4,H
11,19,1,H
1,19,4,H
5,1,2,H
3,19,4,H
4,19,4,H
6,26,2,H
6,19,4,H
1,5,2,H
8,19,4,H
9,19,4,H
10,19,4,H
11,19,4,H
12,19,4,H
1,20,4,H
2,20,4,H
3,20,4,H
4,20,4,H
10,20,1,H
6,20,4,H
8,5,4,H
8,20,4,H
9,20,4,H
3,6,2,H
8,18,1,H
12,20,4,H
2,16,3,H
2,21,4,H
2,10,1,H
7,17,2,H
5,21,4,H
6,21,4,H
12,5,2,H
8,21,4,H
4,2,2,H
9,13,3,H
11,23,2,H
12,21,4,H
1,22,4,H
2,22,4,H
3,22,4,H
7,18,1,H
5,22,4,H
6,22,4,H
7,22,4,H
11,14,3,H
9,22,4,H
10,22,4,H
11,22,4,H
12,22,4,H
8,5,3,H
2,23,4,H
10,4,1,H
4,23,4,H
5,23,4,H
6,23,4,H
7,23,4,H
8,23,4,H
10,9,2,H
7,14,1,H
6,21,3,H
12,23,4,H
1,24,4,H
2,24,4,H
3,24,4,H
4,7,3,H
12,2,2,H
1,18,3,H
4,15,2,H
2,5,1,H
9,24,4,H
1,5,1,H
11,24,4,H
12,24,4,H
1,25,4,H
10,16,3,H
3,25,4,H
4,25,4,H
5,25,4,H
2,13,2,H
11,4,2,H
8,25,4,H
2,16,1,H
9,14,1,H
8,25,1,H
6,4,3,H
8,23,2,H
2,26,4,H
3,26,4,H
4,26,4,H
5,26,4,H
6,26,4,H
7,26,4,H
8,26,4,H
9,26,4,H
7,24,1,H
7,3,2,H
8,14,1,H
1,1,5,H
2,1,5,H
3,1,5,H
4,1,5,H
8,17,3,H
6,1,5,H
7,1,5,H
8,1,5,H
9,1,5,H
5,25,3,H
11,1,5,H
12,1,5,H
1,2,5,H
10,9,3,H
3,2,5,H
7,1,4,H
5,2,5,H
6,2,5,H
3,24,3,H
8,2,5,H
9,13,1,H
11,18,1,H
11,2,5,H
6,19,2,H
1,3,5,H
2,3,5,H
5,7,2,H
5,16,1,H
9,23,2,H
6,3,5,H
7,3,5,H
8,3,5,H
9,3,5,H
10,3,5,H
4,3,2,H
12,3,5,H
1,4,5,H
8,10,2,H
3,4,5,H
4,4,5,H
6,25,3,H
6,4,5,H
10,8,3,H
3,11,1,H
9,4,5,H
2,3,1,H
11,4,5,H
12,4,5,H
1,5,5,H
12,9,3,H
9,2,3,H
4,5,5,H
5,5,5,H
6,5,5,H
6,4,1,H
8,5,5,H
9,5,5,H
10,5,5,H
11,5,5,H
12,5,5,H
1,6,5,H
2,6,5,H
3,6,5,H
4,6,5,H
7,13,1,H
6,6,5,H
7,6,5,H
8,6,5,H
9,19,2,H
3,15,2,H
11,6,5,H
3,16,2,H
1,7,5,H
8,1,4,H
3,7,5,H
4,7,5,H
5,7,5,H
6,7,5,H
10,4,4,H
8,7,5,H
9,7,5,H
10,7,5,H
11,7,5,H
3,8,1,H
1,8,5,H
2,8,5,H
3,8,5,H
4,8,5,H
5,8,5,H
4,20,3,H
7,8,5,H
8,8,5,H
9,8,5,H
7,7,3,H
8,23,3,H
12,8,5,H
2,4,4,H
2,9,5,H
3,9,5,H
3,3,4,H
2,17,3,H
9,19,1,H
12,23,3,H
8,9,5,H
6,19,1,H
10,9,5,H
11,9,5,H
12,9,5,H
7,20,2,H
2,10,5,H
3,10,5,H
4,10,5,H
8,25,3,H
7,14,3,H
12,3,2,H
10,14,1,H
9,10,5,H
9,5,1,H
5,21,2,H
12,10,5,H
1,11,5,H
2,11,5,H
3,11,5,H
4,11,5,H
5,11,5,H
6,11,5,H
7,11,5,H
8,11,5,H
9,11,5,H
9,3,1,H
1,1,3,H
12,11,5,H
2,4,3,H
2,12,5,H
8,11,2,H
4,12,5,H
10,15,3,H
6,12,5,H
7,12,5,H
12,21,2,H
9,12,5,H
3,18,3,H
11,12,5,H
7,12,3,H
1,13,5,H
2,13,5,H
11,25,2,H
7,23,3,H
2,23,1,H
6,13,5,H
7,13,5,H
8,13,5,H
9,15,1,H
10,13,5,H
4,21,2,H
12,13,5,H
12,7,2,H
7,9,3,H
11,11,2,H
4,14,5,H
6,11,2,H
6,14,5,H
7,14,5,H
8,14,5,H
1,15,2,H
10,14,5,H
11,14,5,H
12,14,5,H
1,15,5,H
12,1,2,H
3,15,5,H
4,15,5,H
5,15,5,H
6,15,5,H
7,15,5,H
8,15,5,H
9,9,3,H
10,15,5,H
6,13,1,H
12,15,5,H
4,17,3,H
12,14,1,H
1,1,4,H
4,16,5,H
5,16,5,H
8,18,2,H
7,16,5,H
8,16,5,H
11,9,2,H
10,16,5,H
11,16,5,H
3,25,1,H
2,11,1,H
2,17,5,H
3,17,5,H
4,17,5,H
8,20,2,H
10,3,3,H
7,17,5,H
8,17,5,H
3,9,1,H
10,17,5,H
11,17,5,H
5,8,2,H
1,18,5,H
2,18,5,H
3,18,5,H
11,17,1,H
5,18,5,H
6,18,5,H
7,18,5,H
8,18,5,H
9,18,5,H
10,5,1,H
5,9,1,H
12,18,5,H
1,19,5,H
5,7,3,H
3,19,5,H
1,14,3,H
10,24,1,H
6,19,5,H
12,24,3,H
8,19,5,H
9,19,5,H
10,19,5,H
11,19,5,H
12,19,5,H
1,20,5,H
2,20,5,H
3,20,5,H
9,24,1,H
6,24,2,H
6,20,5,H
7,20,5,H
8,20,5,H
12,5,4,H
10,20,5,H
11,20,5,H
3,2,4,H
1,21,5,H
6,1,1,H
3,21,5,H
4,21,5,H
8,25,2,H
6,21,5,H
7,21,5,H
8,21,5,H
10,4,3,H
10,21,5,H
11,21,5,H
12,21,5,H
1,22,5,C
5,25,1,C
3,22,5,C
4,22,5,C
5,22,5,C
6,22,5,C
10,19,1,C
1,21,1,C
9,22,5,C
10,22,5,C
11,22,5,C
12,22,5,C
8,15,2,C
11,21,1,C
5,12,1,C
5,18,3,C
6,7,2,C
6,23,5,C
3,2,1,C
10,7,3,C
9,23,5,C
10,23,5,C
11,23,5,C
12,23,5,C
1,24,5,C
2,24,5,C
3,24,5,C
11,22,2,C
2,1,4,C
10,9,1,C
7,24,5,C
8,24,5,C
3,26,1,C
10,24,5,C
11,24,5,C
12,24,5,C
1,25,5,C
2,25,5,C
3,25,5,C
4,25,5,C
7,5,2,C
6,25,5,C
7,25,5,C
10,17,1,C
9,25,5,C
9,16,1,C
4,25,2,C
12,25,5,C
7,9,1,C
1,13,2,C
1,10,1,C
1,2,1,C
5,26,5,C
6,26,5,C
7,26,5,C
8,26,5,C
5,2,1,C
10,26,5,C
11,26,5,C
12,26,5,C
1,1,6,C
6,12,1,C
3,1,6,C
4,1,6,C
5,1,6,C
6,1,6,C
7,1,6,C
3,3,1,C
9,1,6,C
10,1,6,C
12,11,2,C
4,15,3,C
11,2,2,C
2,2,6,C
3,2,6,C
4,2,6,C
5,2,6,C
6,2,6,C
3,23,2,C
8,2,6,C
9,2,6,C
10,2,6,C
11,2,6,C
2,19,1,C
1,3,6,C
2,3,6,C
3,3,6,C
9,20,1,C
7,4,3,C
6,3,6,C
7,3,6,C
8,3,6,C
9,17,2,C
10,3,6,C
11,3,6,C
12,3,6,C
11,13,1,C
2,4,6,C
3,4,6,C
4,4,6,C
5,4,6,C
6,4,6,C
1,26,1,C
8,4,6,C
8,2,2,C
12,23,1,C
11,4,6,C
9,7,3,C
1,5,6,C
11,20,1,C
3,5,6,C
5,12,2,C
5,5,6,C
6,5,6,C
7,5,6,C
8,5,6,C
3,13,1,C
10,5,6,C
11,5,6,C
12,5,6,C
5,14,3,C
2,6,6,C
2,21,3,C
6,7,3,C
5,6,6,C
10,22,1,C
3,12,1,C
8,7,1,C
9,6,6,C
10,6,6,C
7,8,1,C
12,6,6,C
7,22,3,C
9,4,2,C
6,16,2,C
4,7,6,C
5,7,6,C
10,6,3,C
2,2,2,C
4,4,4,C
9,7,6,C
10,7,6,C
10,1,2,C
1,5,3,C
1,8,6,C
2,8,6,C
3,8,6,C
4,8,6,C
5,8,6,C
6,8,6,C
7,8,6,C
8,8,6,C
9,8,6,C
10,8,6,C
10,15,1,C
9,23,1,C
4,18,3,C
2,9,6,C
1,23,1,C
4,9,6,C
5,9,6,C
6,9,6,C
8,12,1,C
11,24,2,C
9,9,6,C
7,6,2,C
9,21,1,C
12,9,6,C
1,13,1,C
2,10,6,C
9,5,3,C
12,17,3,C
2,14,1,C
6,10,6,C
3,25,3,C
8,10,6,C
9,10,6,C
10,10,6,C
11,10,6,C
7,25,2,C
1,11,6,C
12,25,1,C
3,11,6,C
5,24,3,C
1,12,2,C
6,11,6,C
3,18,2,C
4,12,2,C
9,11,6,C
1,26,3,C
12,16,3,C
12,11,6,C
7,26,3,C
2,12,6,C
3,12,6,C
4,12,6,C
5,12,6,C
4,24,3,C
8,21,1,C
10,8,2,C
2,1,1,C
10,12,6,C
7,3,1,C
12,12,6,C
7,16,2,C
3,12,3,C
3,13,6,C
4,13,6,C
5,13,6,C
1,8,3,C
2,7,1,C
8,13,6,C
9,13,6,C
10,13,6,C
1,2,2,C
6,23,3,C
1,14,6,C
2,14,6,C
3,14,6,C
4,1,4,C
5,14,6,C
9,26,2,C
7,14,6,C
3,3,2,C
9,14,6,C
10,14,6,C
5,13,1,C
12,14,6,C
1,15,6,C
5,11,2,C
3,15,6,C
4,15,6,C
5,15,6,C
6,15,6,C
9,13,2,C
11,10,1,C
9,15,6,C
10,15,6,C
11,15,6,C
12,15,6,C
1,16,6,C
4,19,1,C
7,7,2,C
4,16,6,C
7,14,2,C
11,1,1,C
7,16,6,C
8,16,6,C
3,20,3,C
10,16,6,C
